Department,Entity,Pay Date,Product Family,Expense area,Supplier Name,Transaction Number,Net Amount
DESNZ,UKAEA,05/06/2023,Communications,Fusion,Lodestone Oxford Limited,5149473,"7,853.47"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5149475,"9,758.84"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149479,"3,867.80"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149480,"4,659.06"
DESNZ,UKAEA,05/06/2023,Engineering Goods,Other,Mouser Electronics,5149483,981.50
DESNZ,UKAEA,05/06/2023,Facilities,Fusion,Atkins Ltd,5149484,745.49
DESNZ,UKAEA,05/06/2023,Facilities,Fusion,Atkins Ltd,5149484,"7,507.05"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149485,"6,350.40"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149486,"7,920.80"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,UKAEA Staff Management,Rullion Engineering Ltd,5149487,"3,400.33"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5149488,"3,635.27"
DESNZ,UKAEA,05/06/2023,Engineering Goods,Property,Budget Forktrucks Ltd,5149489,"1,256.67"
DESNZ,UKAEA,05/06/2023,Engineering Goods,Fusion,Budget Forktrucks Ltd,5149490,736.67
DESNZ,UKAEA,05/06/2023,Engineering Goods,Fusion,Budget Forktrucks Ltd,5149491,"1,256.67"
DESNZ,UKAEA,05/06/2023,Engineering Goods,Fusion,Budget Forktrucks Ltd,5149492,606.67
DESNZ,UKAEA,05/06/2023,Engineering Goods,Fusion,Budget Forktrucks Ltd,5149493,"1,430.00"
DESNZ,UKAEA,05/06/2023,Communications,Support Services,Pageone Communications Ltd,5149497,534.76
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,UKAEA Staff Management,Rullion Engineering Ltd,5149499,"1,863.52"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,UKAEA Staff Management,Rullion Engineering Ltd,5149500,"4,082.47"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,UKAEA Staff Management,Rullion Engineering Ltd,5149501,"10,229.66"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149502,"5,741.38"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,UKAEA Staff Management,Rullion Engineering Ltd,5149504,"5,719.45"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5149506,"8,563.90"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5149507,"9,513.05"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5149508,"13,966.80"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,UKAEA Staff Management,Rullion Engineering Ltd,5149509,"9,527.18"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,UKAEA Staff Management,Rullion Engineering Ltd,5149510,"6,402.80"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,UKAEA Staff Management,Rullion Engineering Ltd,5149511,"3,984.00"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,UKAEA Staff Management,Rullion Engineering Ltd,5149512,"6,650.45"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,UKAEA Staff Management,Rullion Engineering Ltd,5149513,"5,490.54"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,UKAEA Staff Management,Rullion Engineering Ltd,5149514,"7,215.05"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,UKAEA Staff Management,Rullion Engineering Ltd,5149515,"7,251.21"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,UKAEA Staff Management,Rullion Engineering Ltd,5149516,"8,977.50"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5149517,"6,993.68"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,UKAEA Staff Management,Rullion Engineering Ltd,5149518,"7,893.05"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149520,"6,036.46"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149521,"1,494.31"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149522,"8,418.95"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149528,"8,886.15"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149529,"2,155.88"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149530,"5,798.55"
DESNZ,UKAEA,05/06/2023,Engineering Goods,Other,Abbey Eng LLP,5149531,"1,750.00"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149532,"8,481.38"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149533,"1,293.53"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149534,"5,808.41"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149535,"8,304.51"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,UKAEA Staff Management,Rullion Engineering Ltd,5149536,"13,302.45"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149537,"5,877.19"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5149539,"9,866.22"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149540,"9,813.74"
DESNZ,UKAEA,05/06/2023,ICT,Other,Riskonnect Active Risk Limited,5149541,650.00
DESNZ,UKAEA,05/06/2023,Engineering Goods,Fusion,ODU-UK Ltd.,5149542,795.51
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149544,"3,256.03"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149546,"4,064.01"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149547,"6,426.75"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149548,"5,902.88"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,UKAEA Staff Management,Rullion Engineering Ltd,5149549,"1,170.30"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,UKAEA Staff Management,Rullion Engineering Ltd,5149551,"7,334.45"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149552,"5,425.28"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149553,"2,516.71"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149554,"6,901.06"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149556,"4,235.08"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5149557,"9,306.08"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5149558,"9,934.67"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5149559,"3,955.13"
DESNZ,UKAEA,05/06/2023,Professional Services,Support Services,Burges Salmon,5149560,"6,716.00"
DESNZ,UKAEA,05/06/2023,Professional Services,Property,Arcadis Consulting (UK) Limited,5149561,"5,778.65"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5149562,"5,032.37"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149564,"1,273.80"
DESNZ,UKAEA,05/06/2023,Engineering Goods,Fusion,Island Optics Ltd,5149568,"1,435.00"
DESNZ,UKAEA,05/06/2023,Facilities,Fusion,Element Digital Engineering Ltd,5149569,"5,997.94"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149570,"3,407.96"
DESNZ,UKAEA,05/06/2023,Professional Services,Property,Blake Morgan LLP,5149571,"1,073.30"
DESNZ,UKAEA,05/06/2023,Engineering Goods,Fusion,Swagelok London,5149572,"3,689.35"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149575,"3,388.14"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5149576,"6,143.40"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5149577,"5,654.20"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149580,"4,584.95"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149581,"7,917.00"
DESNZ,UKAEA,05/06/2023,Engineering Goods,Fusion,RS Components Ltd,5149585,825.25
DESNZ,UKAEA,06/06/2023,Engineering Goods,Fusion,Safelab systems Ltd,5149588,"1,300.00"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,UKAEA Staff Management,Rullion Engineering Ltd,5149589,919.01
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149592,"9,189.40"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149594,"6,767.57"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5149595,"9,727.64"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149596,"3,927.76"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149597,"8,743.88"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,UKAEA Staff Management,Rullion Engineering Ltd,5149598,"3,227.93"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149599,"9,925.26"
DESNZ,UKAEA,05/06/2023,Research,Fusion,Oxford Sigma Limited,5149601,"3,926.00"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149602,"8,021.08"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149604,"2,592.60"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,UKAEA Staff Management,Rullion Engineering Ltd,5149605,"2,272.40"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,UKAEA Staff Management,Rullion Engineering Ltd,5149606,"3,187.62"
DESNZ,UKAEA,08/06/2023,Engineering Goods,Other,NORTEMECANICA S.A,5149608,"65,901.50"
DESNZ,UKAEA,05/06/2023,ICT,Support Services,Computacenter UK Ltd,5149611,621.49
DESNZ,UKAEA,05/06/2023,ICT,Fusion,Computacenter UK Ltd,5149614,"1,070.84"
DESNZ,UKAEA,05/06/2023,ICT,Support Services,Computacenter UK Ltd,5149614,"1,962.64"
DESNZ,UKAEA,05/06/2023,Research,Fusion,Oxford University - GBP,5149618,"28,125.00"
DESNZ,UKAEA,05/06/2023,Research,Fusion,Oxford University - GBP,5149619,"1,435.97"
DESNZ,UKAEA,05/06/2023,Engineering Goods,Fusion,Novotek UK & Ireland,5149620,"1,683.00"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,UKAEA Staff Management,Rullion Engineering Ltd,5149623,"3,615.70"
DESNZ,UKAEA,05/06/2023,Engineering Goods,Fusion,Sundry Supplier,5149624,"1,660.00"
DESNZ,UKAEA,05/06/2023,ICT,Other,Computacenter UK Ltd,5149627,"1,328.64"
DESNZ,UKAEA,05/06/2023,ICT,Fusion,Computacenter UK Ltd,5149632,"2,234.31"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5149633,"2,047.96"
DESNZ,UKAEA,05/06/2023,ICT,Fusion,Computacenter UK Ltd,5149636,"2,302.26"
DESNZ,UKAEA,05/06/2023,Facilities,Fusion,Atkins Ltd,5149637,825.00
DESNZ,UKAEA,05/06/2023,Personnel Related,Support Services,Crooton Ltd,5149638,"3,945.00"
DESNZ,UKAEA,05/06/2023,ICT,Fusion,Computacenter UK Ltd,5149640,687.48
DESNZ,UKAEA,05/06/2023,ICT,Other,Computacenter UK Ltd,5149643,"3,263.20"
DESNZ,UKAEA,05/06/2023,ICT,Fusion,Computacenter UK Ltd,5149646,"1,096.57"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5149650,"7,408.96"
DESNZ,UKAEA,05/06/2023,Engineering Goods,Other,Spectrographic Ltd,5149652,"4,620.00"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5149655,"11,752.50"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149657,"1,417.36"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149658,905.54
DESNZ,UKAEA,08/06/2023,ICT,Fusion,Coppelia Robotics AG,5149659,"3,455.00"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149660,"7,001.10"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149661,"11,207.18"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149662,"5,979.18"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149663,"5,837.10"
DESNZ,UKAEA,05/06/2023,Professional Services,Support Services,Arthur J Gallagher Insurance Brokers Limited,5149665,"518,297.92"
DESNZ,UKAEA,05/06/2023,Professional Services,Support Services,Arthur J Gallagher Insurance Brokers Limited,5149666,"3,420.00"
DESNZ,UKAEA,05/06/2023,Professional Services,Support Services,Arthur J Gallagher Insurance Brokers Limited,5149668,"24,500.00"
DESNZ,UKAEA,05/06/2023,Professional Services,Support Services,Arthur J Gallagher Insurance Brokers Limited,5149669,"15,436.40"
DESNZ,UKAEA,05/06/2023,Research,Fusion,Loughborough University,5149670,"1,624.00"
DESNZ,UKAEA,05/06/2023,Travel,Support Services,Clarity Travel Limited,5149671,"-14,843.60"
DESNZ,UKAEA,05/06/2023,Travel,Support Services,Clarity Travel Limited,5149671,"3,045.28"
DESNZ,UKAEA,05/06/2023,Travel,Support Services,Clarity Travel Limited,5149671,"10,986.31"
DESNZ,UKAEA,05/06/2023,Travel,Support Services,Clarity Travel Limited,5149671,"14,843.60"
DESNZ,UKAEA,05/06/2023,Travel,Support Services,Clarity Travel Limited,5149671,"126,826.21"
DESNZ,UKAEA,05/06/2023,Energy and Fuels,Property,Total Gas & Power Ltd,5149672,"91,387.56"
DESNZ,UKAEA,05/06/2023,Professional Services,Support Services,Arthur J Gallagher Insurance Brokers Limited,5149673,"509,600.00"
DESNZ,UKAEA,05/06/2023,Professional Services,Support Services,Arthur J Gallagher Insurance Brokers Limited,5149674,801.72
DESNZ,UKAEA,05/06/2023,Professional Services,Support Services,Arthur J Gallagher Insurance Brokers Limited,5149675,"32,921.28"
DESNZ,UKAEA,05/06/2023,Engineering Goods,Fusion,Pfeiffer Vacuum UK,5149676,"8,125.05"
DESNZ,UKAEA,05/06/2023,Engineering Goods,Other,RS Components Ltd,5149677,649.61
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5149678,"3,022.20"
DESNZ,UKAEA,05/06/2023,Communications,Other,Sundry Supplier,5149679,"-2,880.00"
DESNZ,UKAEA,05/06/2023,Communications,Other,Sundry Supplier,5149680,"3,600.00"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149681,"3,189.45"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149682,"8,874.58"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149683,"4,316.47"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149684,"4,906.42"
DESNZ,UKAEA,05/06/2023,Facilities,Fusion,Atkins Ltd,5149759,"11,040.00"
DESNZ,UKAEA,05/06/2023,Professional Services,Property,Glanville Consultants,5149762,"10,000.00"
DESNZ,UKAEA,05/06/2023,Engineering Goods,Fusion,Island Optics Ltd,5149763,900.00
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149764,"14,678.40"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5149765,"5,847.98"
DESNZ,UKAEA,05/06/2023,ICT,Other,Computacenter UK Ltd,5149767,549.28
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,UKAEA Staff Management,Rullion Engineering Ltd,5149768,"9,183.46"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149769,"9,282.95"
DESNZ,UKAEA,05/06/2023,Engineering Goods,Fusion,Ensinger Ltd,5149770,"3,939.96"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,UKAEA Staff Management,Rullion Engineering Ltd,5149771,"6,596.45"
DESNZ,UKAEA,05/06/2023,Construction,Property,Anixter UK Ltd,5149774,"1,890.00"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5149779,"4,377.46"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,UKAEA Staff Management,Rullion Engineering Ltd,5149780,"6,501.95"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,UKAEA Staff Management,Rullion Engineering Ltd,5149781,"5,130.57"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,UKAEA Staff Management,Rullion Engineering Ltd,5149782,"5,148.24"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,UKAEA Staff Management,Rullion Engineering Ltd,5149783,"7,627.74"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149784,"14,455.59"
DESNZ,UKAEA,05/06/2023,Engineering Goods,Fusion,Newport Spectra-Physics Ltd,5149785,"2,558.00"
DESNZ,UKAEA,05/06/2023,Engineering Goods,Fusion,Feedwater Ltd,5149788,"3,472.00"
DESNZ,UKAEA,05/06/2023,Research,Fusion,Imperial College London - GBP,5149793,"1,687.50"
DESNZ,UKAEA,05/06/2023,Learning and Development,Other,Sundry Supplier,5149794,"2,195.00"
DESNZ,UKAEA,05/06/2023,Research,Fusion,Imperial College London - GBP,5149795,"1,687.50"
DESNZ,UKAEA,05/06/2023,Research,Fusion,Imperial College London - GBP,5149796,"1,687.50"
DESNZ,UKAEA,05/06/2023,Research,Fusion,Lancaster University,5149797,"2,208.50"
DESNZ,UKAEA,05/06/2023,Facilities,Fusion,Rotherham Metropolitan Borough Council,5149803,"81,408.00"
DESNZ,UKAEA,05/06/2023,Engineering Goods,Other,Castell Safety International,5149804,756.02
DESNZ,UKAEA,06/06/2023,Engineering Goods,Fusion,BOC Ltd,5149811,626.25
DESNZ,UKAEA,05/06/2023,Research,Fusion,Oxford University - GBP,5149813,"17,067.67"
DESNZ,UKAEA,06/06/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5149814,"1,900.80"
DESNZ,UKAEA,05/06/2023,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5149815,"5,390.00"
DESNZ,UKAEA,05/06/2023,Engineering Goods,Fusion,Power Products International Ltd.,5149816,"3,042.75"
DESNZ,UKAEA,05/06/2023,Engineering Goods,Fusion,Advent Research Materials Ltd,5149818,"1,115.00"
